Epoch,Train Loss,Val Loss
1,0.2936097466782934,0.2582280162918338
2,0.2444307188963753,0.2312161665462698
3,0.2257681569534129,0.22134653016411024
4,0.21271760804557252,0.21603924113100972
5,0.2056875737962024,0.2134191952778015
6,0.19600334172832898,0.21773981454104005
7,0.1875176019838144,0.2125487070489093
8,0.1798565975069229,0.2126442800005841
