Epoch,Train Loss,Val Loss
1,0.4521492477782307,0.3802928397593301
2,0.2974739938545913,0.3128839820535399
3,0.24303929481331846,0.2972587368370393
4,0.21299253387261435,0.26405389048892447
5,0.1854859478501189,0.26168465579119254
6,0.153870874059917,0.2596344996947707
7,0.12913806314276915,0.25693898038630647
8,0.10889416928515336,0.267918826370522
